GEOFIPS,Geo_QName,Geo_NAME,Occupied Housing Units,Owner Occupied,Renter Occupied,Median Value
06037702900,"Census Tract 7029, Los Angeles County, California",Census Tract 7029,5202,412,4790,684600
06037703002,"Census Tract 7030.02, Los Angeles County, California",Census Tract 7030.02,2779,1864,915,1173200
06037703003,"Census Tract 7030.03, Los Angeles County, California",Census Tract 7030.03,3203,1548,1655,558600
06037703100,"Census Tract 7031, Los Angeles County, California",Census Tract 7031,2664,1869,795,864700
06037703200,"Census Tract 7032, Los Angeles County, California",Census Tract 7032,2193,1612,581,878400
06037800101,"Census Tract 8001.01, Los Angeles County, California",Census Tract 8001.01,1925,1769,156,1134000
06037800103,"Census Tract 8001.03, Los Angeles County, California",Census Tract 8001.03,1173,887,286,1052400
06037800104,"Census Tract 8001.04, Los Angeles County, California",Census Tract 8001.04,1353,987,366,1429200
06037800202,"Census Tract 8002.02, Los Angeles County, California",Census Tract 8002.02,2035,1747,288,1561400
06037800204,"Census Tract 8002.04, Los Angeles County, California",Census Tract 8002.04,1756,1338,418,1333300
06037800205,"Census Tract 8002.05, Los Angeles County, California",Census Tract 8002.05,1605,579,1026,754200
06037800206,"Census Tract 8002.06, Los Angeles County, California",Census Tract 8002.06,1137,1043,94,2000001
06037800324,"Census Tract 8003.24, Los Angeles County, California",Census Tract 8003.24,2557,2240,317,757800
06037800325,"Census Tract 8003.25, Los Angeles County, California",Census Tract 8003.25,1350,1124,226,1058100
06037800328,"Census Tract 8003.28, Los Angeles County, California",Census Tract 8003.28,369,328,41,1171900
06037800333,"Census Tract 8003.33, Los Angeles County, California",Census Tract 8003.33,972,318,654,471200
06037800334,"Census Tract 8003.34, Los Angeles County, California",Census Tract 8003.34,1271,1106,165,826100
06037800335,"Census Tract 8003.35, Los Angeles County, California",Census Tract 8003.35,1879,1573,306,1158200
06037800336,"Census Tract 8003.36, Los Angeles County, California",Census Tract 8003.36,1199,1121,78,992300
06037800337,"Census Tract 8003.37, Los Angeles County, California",Census Tract 8003.37,1750,699,1051,805900
06037800338,"Census Tract 8003.38, Los Angeles County, California",Census Tract 8003.38,2153,1781,372,1158600
06037800406,"Census Tract 8004.06, Los Angeles County, California",Census Tract 8004.06,836,640,196,2000001
06037800410,"Census Tract 8004.10, Los Angeles County, California",Census Tract 8004.10,468,387,81,1532900
06037800411,"Census Tract 8004.11, Los Angeles County, California",Census Tract 8004.11,1069,921,148,2000001
06037800412,"Census Tract 8004.12, Los Angeles County, California",Census Tract 8004.12,1422,1209,213,1808300
06037800504,"Census Tract 8005.04, Los Angeles County, California",Census Tract 8005.04,965,559,406,2000001
06037800506,"Census Tract 8005.06, Los Angeles County, California",Census Tract 8005.06,1364,1088,276,2000000
06037900102,"Census Tract 9001.02, Los Angeles County, California",Census Tract 9001.02,279,173,106,209800
06037900103,"Census Tract 9001.03, Los Angeles County, California",Census Tract 9001.03,1696,1035,661,227800
06037900104,"Census Tract 9001.04, Los Angeles County, California",Census Tract 9001.04,1780,1346,434,201400
06037900301,"Census Tract 9003.01, Los Angeles County, California",Census Tract 9003.01,1014,653,361,270200
06037900501,"Census Tract 9005.01, Los Angeles County, California",Census Tract 9005.01,2104,1372,732,241400
06037900504,"Census Tract 9005.04, Los Angeles County, California",Census Tract 9005.04,1991,1192,799,297900
06037900505,"Census Tract 9005.05, Los Angeles County, California",Census Tract 9005.05,1283,812,471,300300
06037900506,"Census Tract 9005.06, Los Angeles County, California",Census Tract 9005.06,1468,829,639,272700
06037900508,"Census Tract 9005.08, Los Angeles County, California",Census Tract 9005.08,1066,777,289,306500
06037900509,"Census Tract 9005.09, Los Angeles County, California",Census Tract 9005.09,1309,666,643,105700
06037900510,"Census Tract 9005.10, Los Angeles County, California",Census Tract 9005.10,1074,472,602,248000
06037900602,"Census Tract 9006.02, Los Angeles County, California",Census Tract 9006.02,1756,1132,624,45600
06037900606,"Census Tract 9006.06, Los Angeles County, California",Census Tract 9006.06,1456,383,1073,229500
06037900607,"Census Tract 9006.07, Los Angeles County, California",Census Tract 9006.07,1234,666,568,236300
06037900608,"Census Tract 9006.08, Los Angeles County, California",Census Tract 9006.08,1167,787,380,279500
06037900609,"Census Tract 9006.09, Los Angeles County, California",Census Tract 9006.09,1505,707,798,255500
06037900610,"Census Tract 9006.10, Los Angeles County, California",Census Tract 9006.10,1219,909,310,55400
06037900611,"Census Tract 9006.11, Los Angeles County, California",Census Tract 9006.11,1166,771,395,242800
06037900701,"Census Tract 9007.01, Los Angeles County, California",Census Tract 9007.01,1570,643,927,236100
06037900703,"Census Tract 9007.03, Los Angeles County, California",Census Tract 9007.03,2179,360,1819,219800
06037900704,"Census Tract 9007.04, Los Angeles County, California",Census Tract 9007.04,1595,32,1563,
06037900705,"Census Tract 9007.05, Los Angeles County, California",Census Tract 9007.05,1860,644,1216,296500
06037900804,"Census Tract 9008.04, Los Angeles County, California",Census Tract 9008.04,1106,455,651,218500
06037900805,"Census Tract 9008.05, Los Angeles County, California",Census Tract 9008.05,1597,1168,429,254300
06037900806,"Census Tract 9008.06, Los Angeles County, California",Census Tract 9008.06,2189,225,1964,191200
06037900807,"Census Tract 9008.07, Los Angeles County, California",Census Tract 9008.07,1145,730,415,325000
06037900808,"Census Tract 9008.08, Los Angeles County, California",Census Tract 9008.08,1394,791,603,263600
06037900901,"Census Tract 9009.01, Los Angeles County, California",Census Tract 9009.01,917,485,432,303100
06037900902,"Census Tract 9009.02, Los Angeles County, California",Census Tract 9009.02,606,472,134,347900
06037901003,"Census Tract 9010.03, Los Angeles County, California",Census Tract 9010.03,0,0,0,
06037901007,"Census Tract 9010.07, Los Angeles County, California",Census Tract 9010.07,707,560,147,371200
06037901008,"Census Tract 9010.08, Los Angeles County, California",Census Tract 9010.08,1054,462,592,308700
06037901009,"Census Tract 9010.09, Los Angeles County, California",Census Tract 9010.09,1867,1279,588,376500
06037901010,"Census Tract 9010.10, Los Angeles County, California",Census Tract 9010.10,1878,1069,809,351100
06037901011,"Census Tract 9010.11, Los Angeles County, California",Census Tract 9010.11,2122,1008,1114,327100
06037901012,"Census Tract 9010.12, Los Angeles County, California",Census Tract 9010.12,1706,1340,366,421700
06037901013,"Census Tract 9010.13, Los Angeles County, California",Census Tract 9010.13,1207,990,217,391500
06037901014,"Census Tract 9010.14, Los Angeles County, California",Census Tract 9010.14,1548,1198,350,353700
06037901101,"Census Tract 9011.01, Los Angeles County, California",Census Tract 9011.01,1799,1231,568,361700
06037901102,"Census Tract 9011.02, Los Angeles County, California",Census Tract 9011.02,1862,1361,501,355800
06037901209,"Census Tract 9012.09, Los Angeles County, California",Census Tract 9012.09,450,325,125,299400
06037901210,"Census Tract 9012.10, Los Angeles County, California",Census Tract 9012.10,653,550,103,315800
06037901214,"Census Tract 9012.14, Los Angeles County, California",Census Tract 9012.14,1545,1170,375,363600
06037901215,"Census Tract 9012.15, Los Angeles County, California",Census Tract 9012.15,1491,771,720,439900
06037901216,"Census Tract 9012.16, Los Angeles County, California",Census Tract 9012.16,798,746,52,455500
06037901217,"Census Tract 9012.17, Los Angeles County, California",Census Tract 9012.17,602,549,53,523800
06037901218,"Census Tract 9012.18, Los Angeles County, California",Census Tract 9012.18,754,747,7,556900
06037901300,"Census Tract 9013, Los Angeles County, California",Census Tract 9013,571,351,220,279300
06037910002,"Census Tract 9100.02, Los Angeles County, California",Census Tract 9100.02,1990,1277,713,251900
06037910210,"Census Tract 9102.10, Los Angeles County, California",Census Tract 9102.10,2281,1944,337,429000
06037910211,"Census Tract 9102.11, Los Angeles County, California",Census Tract 9102.11,444,372,72,660000
06037910212,"Census Tract 9102.12, Los Angeles County, California",Census Tract 9102.12,1013,745,268,493400
06037910213,"Census Tract 9102.13, Los Angeles County, California",Census Tract 9102.13,490,370,120,506300
06037910214,"Census Tract 9102.14, Los Angeles County, California",Census Tract 9102.14,1613,1179,434,389100
06037910215,"Census Tract 9102.15, Los Angeles County, California",Census Tract 9102.15,2041,1439,602,336700
06037910216,"Census Tract 9102.16, Los Angeles County, California",Census Tract 9102.16,1437,1180,257,406900
06037910217,"Census Tract 9102.17, Los Angeles County, California",Census Tract 9102.17,1514,1239,275,423900
06037910218,"Census Tract 9102.18, Los Angeles County, California",Census Tract 9102.18,1491,867,624,331400
06037910301,"Census Tract 9103.01, Los Angeles County, California",Census Tract 9103.01,1559,1172,387,420700
06037910302,"Census Tract 9103.02, Los Angeles County, California",Census Tract 9103.02,2012,1701,311,363900
06037910401,"Census Tract 9104.01, Los Angeles County, California",Census Tract 9104.01,1972,963,1009,353800
06037910404,"Census Tract 9104.04, Los Angeles County, California",Census Tract 9104.04,1187,652,535,303800
06037910405,"Census Tract 9104.05, Los Angeles County, California",Census Tract 9104.05,1718,356,1362,250800
06037910501,"Census Tract 9105.01, Los Angeles County, California",Census Tract 9105.01,2067,67,2000,187500
06037910502,"Census Tract 9105.02, Los Angeles County, California",Census Tract 9105.02,1359,478,881,259400
06037910504,"Census Tract 9105.04, Los Angeles County, California",Census Tract 9105.04,1200,698,502,263500
06037910505,"Census Tract 9105.05, Los Angeles County, California",Census Tract 9105.05,854,669,185,286600
06037910601,"Census Tract 9106.01, Los Angeles County, California",Census Tract 9106.01,1722,1173,549,238000
06037910602,"Census Tract 9106.02, Los Angeles County, California",Census Tract 9106.02,1429,576,853,
06037910605,"Census Tract 9106.05, Los Angeles County, California",Census Tract 9106.05,1327,901,426,236400
06037910606,"Census Tract 9106.06, Los Angeles County, California",Census Tract 9106.06,764,487,277,277900
06037910607,"Census Tract 9106.07, Los Angeles County, California",Census Tract 9106.07,1179,661,518,323000
06037910608,"Census Tract 9106.08, Los Angeles County, California",Census Tract 9106.08,1026,656,370,293300
06037910706,"Census Tract 9107.06, Los Angeles County, California",Census Tract 9107.06,1658,1248,410,338600
06037910707,"Census Tract 9107.07, Los Angeles County, California",Census Tract 9107.07,1458,860,598,328400
06037910709,"Census Tract 9107.09, Los Angeles County, California",Census Tract 9107.09,487,453,34,415400
06037910712,"Census Tract 9107.12, Los Angeles County, California",Census Tract 9107.12,817,671,146,330200
06037910713,"Census Tract 9107.13, Los Angeles County, California",Census Tract 9107.13,1618,1192,426,306300
06037910714,"Census Tract 9107.14, Los Angeles County, California",Census Tract 9107.14,1003,730,273,283500
06037910715,"Census Tract 9107.15, Los Angeles County, California",Census Tract 9107.15,1898,1491,407,272000
06037910716,"Census Tract 9107.16, Los Angeles County, California",Census Tract 9107.16,1801,1367,434,317100
06037910717,"Census Tract 9107.17, Los Angeles County, California",Census Tract 9107.17,597,574,23,340400
06037910718,"Census Tract 9107.18, Los Angeles County, California",Census Tract 9107.18,1289,1085,204,340500
06037910719,"Census Tract 9107.19, Los Angeles County, California",Census Tract 9107.19,978,675,303,335800
06037910720,"Census Tract 9107.20, Los Angeles County, California",Census Tract 9107.20,1545,980,565,263700
06037910721,"Census Tract 9107.21, Los Angeles County, California",Census Tract 9107.21,1049,489,560,340200
06037910804,"Census Tract 9108.04, Los Angeles County, California",Census Tract 9108.04,1041,939,102,626000
06037910807,"Census Tract 9108.07, Los Angeles County, California",Census Tract 9108.07,1883,1563,320,580100
06037910808,"Census Tract 9108.08, Los Angeles County, California",Census Tract 9108.08,1142,1092,50,579200
06037910809,"Census Tract 9108.09, Los Angeles County, California",Census Tract 9108.09,696,690,6,1068300
06037910810,"Census Tract 9108.10, Los Angeles County, California",Census Tract 9108.10,756,661,95,648800
06037910814,"Census Tract 9108.14, Los Angeles County, California",Census Tract 9108.14,1261,1188,73,634400
06037910815,"Census Tract 9108.15, Los Angeles County, California",Census Tract 9108.15,1675,1494,181,540500
06037911001,"Census Tract 9110.01, Los Angeles County, California",Census Tract 9110.01,1405,1191,214,292900
06037911100,"Census Tract 9111, Los Angeles County, California",Census Tract 9111,2030,1275,755,278400
06037920013,"Census Tract 9200.13, Los Angeles County, California",Census Tract 9200.13,2317,2012,305,576500
06037920015,"Census Tract 9200.15, Los Angeles County, California",Census Tract 9200.15,2210,1997,213,666300
06037920016,"Census Tract 9200.16, Los Angeles County, California",Census Tract 9200.16,1288,1074,214,750500
