GEOFIPS,Geo_QName,Geo_NAME,Occupied Housing Units,Owner Occupied,Renter Occupied,Median Value
06037402702,"Census Tract 4027.02, Los Angeles County, California",Census Tract 4027.02,1425,311,1114,416500
06037402703,"Census Tract 4027.03, Los Angeles County, California",Census Tract 4027.03,1348,846,502,387100
06037402705,"Census Tract 4027.05, Los Angeles County, California",Census Tract 4027.05,896,723,173,443200
06037402706,"Census Tract 4027.06, Los Angeles County, California",Census Tract 4027.06,973,681,292,439200
06037402801,"Census Tract 4028.01, Los Angeles County, California",Census Tract 4028.01,1167,334,833,359800
06037402803,"Census Tract 4028.03, Los Angeles County, California",Census Tract 4028.03,730,302,428,395500
06037402804,"Census Tract 4028.04, Los Angeles County, California",Census Tract 4028.04,990,211,779,362700
06037402902,"Census Tract 4029.02, Los Angeles County, California",Census Tract 4029.02,1713,847,866,418200
06037402903,"Census Tract 4029.03, Los Angeles County, California",Census Tract 4029.03,959,518,441,434700
06037402904,"Census Tract 4029.04, Los Angeles County, California",Census Tract 4029.04,877,616,261,422500
06037403000,"Census Tract 4030, Los Angeles County, California",Census Tract 4030,1630,1174,456,388100
06037403305,"Census Tract 4033.05, Los Angeles County, California",Census Tract 4033.05,679,520,159,668000
06037403316,"Census Tract 4033.16, Los Angeles County, California",Census Tract 4033.16,2582,2033,549,557300
06037403317,"Census Tract 4033.17, Los Angeles County, California",Census Tract 4033.17,1670,1424,246,634100
06037403318,"Census Tract 4033.18, Los Angeles County, California",Census Tract 4033.18,2044,1655,389,579800
06037403319,"Census Tract 4033.19, Los Angeles County, California",Census Tract 4033.19,1666,1141,525,626900
06037403320,"Census Tract 4033.20, Los Angeles County, California",Census Tract 4033.20,1600,1421,179,853300
06037403321,"Census Tract 4033.21, Los Angeles County, California",Census Tract 4033.21,1733,1359,374,678500
06037403323,"Census Tract 4033.23, Los Angeles County, California",Census Tract 4033.23,1715,1229,486,761100
06037403324,"Census Tract 4033.24, Los Angeles County, California",Census Tract 4033.24,2190,1637,553,931000
06037403325,"Census Tract 4033.25, Los Angeles County, California",Census Tract 4033.25,1546,1222,324,788600
06037403326,"Census Tract 4033.26, Los Angeles County, California",Census Tract 4033.26,669,492,177,621100
06037403327,"Census Tract 4033.27, Los Angeles County, California",Census Tract 4033.27,827,719,108,607300
06037403328,"Census Tract 4033.28, Los Angeles County, California",Census Tract 4033.28,1719,1275,444,616200
06037403401,"Census Tract 4034.01, Los Angeles County, California",Census Tract 4034.01,1445,1099,346,727800
06037403402,"Census Tract 4034.02, Los Angeles County, California",Census Tract 4034.02,988,837,151,711500
06037403403,"Census Tract 4034.03, Los Angeles County, California",Census Tract 4034.03,1667,1465,202,940000
06037403404,"Census Tract 4034.04, Los Angeles County, California",Census Tract 4034.04,644,594,50,938400
06037403407,"Census Tract 4034.07, Los Angeles County, California",Census Tract 4034.07,650,616,34,1192200
06037403408,"Census Tract 4034.08, Los Angeles County, California",Census Tract 4034.08,1997,1727,270,749800
06037403409,"Census Tract 4034.09, Los Angeles County, California",Census Tract 4034.09,1272,903,369,778300
06037403500,"Census Tract 4035, Los Angeles County, California",Census Tract 4035,527,408,119,1031500
06037403601,"Census Tract 4036.01, Los Angeles County, California",Census Tract 4036.01,2194,1632,562,703600
06037403702,"Census Tract 4037.02, Los Angeles County, California",Census Tract 4037.02,1265,1085,180,644000
06037403703,"Census Tract 4037.03, Los Angeles County, California",Census Tract 4037.03,1488,1213,275,600900
06037403721,"Census Tract 4037.21, Los Angeles County, California",Census Tract 4037.21,1771,998,773,564800
06037403722,"Census Tract 4037.22, Los Angeles County, California",Census Tract 4037.22,1688,694,994,615300
06037403801,"Census Tract 4038.01, Los Angeles County, California",Census Tract 4038.01,2103,1139,964,484700
06037403802,"Census Tract 4038.02, Los Angeles County, California",Census Tract 4038.02,2164,1240,924,520200
06037403901,"Census Tract 4039.01, Los Angeles County, California",Census Tract 4039.01,895,664,231,523400
06037403902,"Census Tract 4039.02, Los Angeles County, California",Census Tract 4039.02,1519,1059,460,574000
06037404000,"Census Tract 4040, Los Angeles County, California",Census Tract 4040,1329,831,498,559700
06037404100,"Census Tract 4041, Los Angeles County, California",Census Tract 4041,1447,975,472,453500
06037404201,"Census Tract 4042.01, Los Angeles County, California",Census Tract 4042.01,944,495,449,464700
06037404203,"Census Tract 4042.03, Los Angeles County, California",Census Tract 4042.03,821,416,405,533100
06037404301,"Census Tract 4043.01, Los Angeles County, California",Census Tract 4043.01,1415,330,1085,456500
06037404302,"Census Tract 4043.02, Los Angeles County, California",Census Tract 4043.02,610,385,225,463600
06037404401,"Census Tract 4044.01, Los Angeles County, California",Census Tract 4044.01,1013,624,389,448100
06037404402,"Census Tract 4044.02, Los Angeles County, California",Census Tract 4044.02,1174,695,479,492900
06037404501,"Census Tract 4045.01, Los Angeles County, California",Census Tract 4045.01,716,406,310,402300
06037404503,"Census Tract 4045.03, Los Angeles County, California",Census Tract 4045.03,816,603,213,435500
06037404504,"Census Tract 4045.04, Los Angeles County, California",Census Tract 4045.04,1345,419,926,438400
06037404600,"Census Tract 4046, Los Angeles County, California",Census Tract 4046,416,341,75,503900
06037404701,"Census Tract 4047.01, Los Angeles County, California",Census Tract 4047.01,1287,835,452,446600
06037404702,"Census Tract 4047.02, Los Angeles County, California",Census Tract 4047.02,1359,742,617,450200
06037404703,"Census Tract 4047.03, Los Angeles County, California",Census Tract 4047.03,711,316,395,522400
06037404804,"Census Tract 4048.04, Los Angeles County, California",Census Tract 4048.04,1061,526,535,462500
06037404805,"Census Tract 4048.05, Los Angeles County, California",Census Tract 4048.05,728,305,423,486100
06037404806,"Census Tract 4048.06, Los Angeles County, California",Census Tract 4048.06,1495,852,643,444100
06037404901,"Census Tract 4049.01, Los Angeles County, California",Census Tract 4049.01,1331,829,502,522000
06037404902,"Census Tract 4049.02, Los Angeles County, California",Census Tract 4049.02,865,681,184,489800
06037404903,"Census Tract 4049.03, Los Angeles County, California",Census Tract 4049.03,618,406,212,458900
06037405001,"Census Tract 4050.01, Los Angeles County, California",Census Tract 4050.01,1329,1004,325,468400
06037405002,"Census Tract 4050.02, Los Angeles County, California",Census Tract 4050.02,707,496,211,442300
06037405101,"Census Tract 4051.01, Los Angeles County, California",Census Tract 4051.01,1239,770,469,437300
06037405102,"Census Tract 4051.02, Los Angeles County, California",Census Tract 4051.02,1390,747,643,424700
06037405201,"Census Tract 4052.01, Los Angeles County, California",Census Tract 4052.01,1398,799,599,490800
06037405202,"Census Tract 4052.02, Los Angeles County, California",Census Tract 4052.02,1144,571,573,548200
06037405203,"Census Tract 4052.03, Los Angeles County, California",Census Tract 4052.03,683,519,164,497900
06037405301,"Census Tract 4053.01, Los Angeles County, California",Census Tract 4053.01,957,449,508,515800
06037405302,"Census Tract 4053.02, Los Angeles County, California",Census Tract 4053.02,1579,901,678,583000
06037405400,"Census Tract 4054, Los Angeles County, California",Census Tract 4054,1250,966,284,485300
06037405500,"Census Tract 4055, Los Angeles County, California",Census Tract 4055,1854,1358,496,586400
06037405600,"Census Tract 4056, Los Angeles County, California",Census Tract 4056,1677,1169,508,604900
06037405701,"Census Tract 4057.01, Los Angeles County, California",Census Tract 4057.01,1104,766,338,474200
06037405702,"Census Tract 4057.02, Los Angeles County, California",Census Tract 4057.02,1562,1135,427,481400
06037405800,"Census Tract 4058, Los Angeles County, California",Census Tract 4058,1748,1155,593,478600
06037405900,"Census Tract 4059, Los Angeles County, California",Census Tract 4059,1302,940,362,520800
06037406000,"Census Tract 4060, Los Angeles County, California",Census Tract 4060,1505,1053,452,562600
06037406101,"Census Tract 4061.01, Los Angeles County, California",Census Tract 4061.01,1223,495,728,531700
06037406103,"Census Tract 4061.03, Los Angeles County, California",Census Tract 4061.03,2821,923,1898,590100
06037406201,"Census Tract 4062.01, Los Angeles County, California",Census Tract 4062.01,1258,367,891,604200
06037406300,"Census Tract 4063, Los Angeles County, California",Census Tract 4063,1845,1327,518,857800
06037406413,"Census Tract 4064.13, Los Angeles County, California",Census Tract 4064.13,2055,1622,433,645900
06037406500,"Census Tract 4065, Los Angeles County, California",Census Tract 4065,1917,1336,581,601000
06037406601,"Census Tract 4066.01, Los Angeles County, California",Census Tract 4066.01,1432,1170,262,595700
06037406602,"Census Tract 4066.02, Los Angeles County, California",Census Tract 4066.02,1274,954,320,575600
06037406701,"Census Tract 4067.01, Los Angeles County, California",Census Tract 4067.01,913,582,331,628000
06037406702,"Census Tract 4067.02, Los Angeles County, California",Census Tract 4067.02,1962,934,1028,584800
06037406801,"Census Tract 4068.01, Los Angeles County, California",Census Tract 4068.01,1277,1043,234,607600
06037406903,"Census Tract 4069.03, Los Angeles County, California",Census Tract 4069.03,2082,1465,617,474000
06037407001,"Census Tract 4070.01, Los Angeles County, California",Census Tract 4070.01,1238,1020,218,490700
06037407002,"Census Tract 4070.02, Los Angeles County, California",Census Tract 4070.02,699,627,72,461500
06037407101,"Census Tract 4071.01, Los Angeles County, California",Census Tract 4071.01,1114,596,518,436600
06037407102,"Census Tract 4071.02, Los Angeles County, California",Census Tract 4071.02,1300,942,358,522300
06037407201,"Census Tract 4072.01, Los Angeles County, California",Census Tract 4072.01,836,514,322,449100
06037407202,"Census Tract 4072.02, Los Angeles County, California",Census Tract 4072.02,761,589,172,511600
06037407301,"Census Tract 4073.01, Los Angeles County, California",Census Tract 4073.01,928,666,262,500900
06037407302,"Census Tract 4073.02, Los Angeles County, California",Census Tract 4073.02,817,642,175,447100
06037407400,"Census Tract 4074, Los Angeles County, California",Census Tract 4074,538,401,137,592800
06037407501,"Census Tract 4075.01, Los Angeles County, California",Census Tract 4075.01,981,539,442,509400
06037407502,"Census Tract 4075.02, Los Angeles County, California",Census Tract 4075.02,812,543,269,533900
06037407601,"Census Tract 4076.01, Los Angeles County, California",Census Tract 4076.01,1043,347,696,446600
06037407602,"Census Tract 4076.02, Los Angeles County, California",Census Tract 4076.02,1036,761,275,481600
06037407701,"Census Tract 4077.01, Los Angeles County, California",Census Tract 4077.01,1060,395,665,433700
06037407702,"Census Tract 4077.02, Los Angeles County, California",Census Tract 4077.02,1762,1335,427,464400
06037407801,"Census Tract 4078.01, Los Angeles County, California",Census Tract 4078.01,1014,768,246,460300
06037407802,"Census Tract 4078.02, Los Angeles County, California",Census Tract 4078.02,741,573,168,521000
06037407901,"Census Tract 4079.01, Los Angeles County, California",Census Tract 4079.01,885,673,212,513900
06037407902,"Census Tract 4079.02, Los Angeles County, California",Census Tract 4079.02,524,410,114,547400
06037408003,"Census Tract 4080.03, Los Angeles County, California",Census Tract 4080.03,1195,942,253,580000
06037408004,"Census Tract 4080.04, Los Angeles County, California",Census Tract 4080.04,835,429,406,437000
06037408005,"Census Tract 4080.05, Los Angeles County, California",Census Tract 4080.05,1673,1205,468,674100
06037408006,"Census Tract 4080.06, Los Angeles County, California",Census Tract 4080.06,1020,490,530,587100
06037408133,"Census Tract 4081.33, Los Angeles County, California",Census Tract 4081.33,1631,746,885,607300
06037408134,"Census Tract 4081.34, Los Angeles County, California",Census Tract 4081.34,845,659,186,550500
06037408135,"Census Tract 4081.35, Los Angeles County, California",Census Tract 4081.35,1331,732,599,577900
06037408136,"Census Tract 4081.36, Los Angeles County, California",Census Tract 4081.36,975,773,202,555800
06037408137,"Census Tract 4081.37, Los Angeles County, California",Census Tract 4081.37,1396,542,854,463300
06037408138,"Census Tract 4081.38, Los Angeles County, California",Census Tract 4081.38,1232,895,337,387500
06037408139,"Census Tract 4081.39, Los Angeles County, California",Census Tract 4081.39,860,668,192,482000
06037408140,"Census Tract 4081.40, Los Angeles County, California",Census Tract 4081.40,817,566,251,389200
06037408141,"Census Tract 4081.41, Los Angeles County, California",Census Tract 4081.41,974,704,270,436600
06037408212,"Census Tract 4082.12, Los Angeles County, California",Census Tract 4082.12,1392,1110,282,602700
06037408213,"Census Tract 4082.13, Los Angeles County, California",Census Tract 4082.13,1740,915,825,511500
06037408301,"Census Tract 4083.01, Los Angeles County, California",Census Tract 4083.01,1507,1011,496,506500
06037408302,"Census Tract 4083.02, Los Angeles County, California",Census Tract 4083.02,1032,784,248,566800
06037408303,"Census Tract 4083.03, Los Angeles County, California",Census Tract 4083.03,1258,1097,161,621400
06037408401,"Census Tract 4084.01, Los Angeles County, California",Census Tract 4084.01,1241,823,418,548600
06037408402,"Census Tract 4084.02, Los Angeles County, California",Census Tract 4084.02,1933,1724,209,672500
06037408503,"Census Tract 4085.03, Los Angeles County, California",Census Tract 4085.03,1976,1785,191,739000
06037408504,"Census Tract 4085.04, Los Angeles County, California",Census Tract 4085.04,1444,830,614,587400
06037408505,"Census Tract 4085.05, Los Angeles County, California",Census Tract 4085.05,713,552,161,763500
06037408623,"Census Tract 4086.23, Los Angeles County, California",Census Tract 4086.23,974,670,304,618900
06037408624,"Census Tract 4086.24, Los Angeles County, California",Census Tract 4086.24,1016,918,98,647500
06037408625,"Census Tract 4086.25, Los Angeles County, California",Census Tract 4086.25,1217,985,232,695300
06037408626,"Census Tract 4086.26, Los Angeles County, California",Census Tract 4086.26,1378,993,385,776500
06037408627,"Census Tract 4086.27, Los Angeles County, California",Census Tract 4086.27,859,760,99,754600
06037408628,"Census Tract 4086.28, Los Angeles County, California",Census Tract 4086.28,1831,1246,585,713800
06037408629,"Census Tract 4086.29, Los Angeles County, California",Census Tract 4086.29,899,784,115,696700
06037408631,"Census Tract 4086.31, Los Angeles County, California",Census Tract 4086.31,1472,1069,403,560800
06037408703,"Census Tract 4087.03, Los Angeles County, California",Census Tract 4087.03,1776,1665,111,982700
06037408705,"Census Tract 4087.05, Los Angeles County, California",Census Tract 4087.05,1851,1404,447,613500
06037408707,"Census Tract 4087.07, Los Angeles County, California",Census Tract 4087.07,2127,1931,196,836500
06037408722,"Census Tract 4087.22, Los Angeles County, California",Census Tract 4087.22,1241,1038,203,618800
06037408724,"Census Tract 4087.24, Los Angeles County, California",Census Tract 4087.24,1558,43,1515,642200
06037408725,"Census Tract 4087.25, Los Angeles County, California",Census Tract 4087.25,1918,1100,818,586600
06037408800,"Census Tract 4088, Los Angeles County, California",Census Tract 4088,1691,217,1474,431500
06037408900,"Census Tract 4089, Los Angeles County, California",Census Tract 4089,2381,1618,763,587300
06037409000,"Census Tract 4090, Los Angeles County, California",Census Tract 4090,2193,1068,1125,405900
06037409100,"Census Tract 4091, Los Angeles County, California",Census Tract 4091,1385,958,427,491000
06037430003,"Census Tract 4300.03, Los Angeles County, California",Census Tract 4300.03,1688,1565,123,688400
06037430004,"Census Tract 4300.04, Los Angeles County, California",Census Tract 4300.04,1049,748,301,510800
06037430005,"Census Tract 4300.05, Los Angeles County, California",Census Tract 4300.05,1339,869,470,508100
06037430101,"Census Tract 4301.01, Los Angeles County, California",Census Tract 4301.01,1897,830,1067,499200
06037430102,"Census Tract 4301.02, Los Angeles County, California",Census Tract 4301.02,1310,718,592,470400
06037430200,"Census Tract 4302, Los Angeles County, California",Census Tract 4302,428,238,190,1500000
06037430301,"Census Tract 4303.01, Los Angeles County, California",Census Tract 4303.01,1644,1271,373,927600
06037430302,"Census Tract 4303.02, Los Angeles County, California",Census Tract 4303.02,2189,1512,677,813700
06037430400,"Census Tract 4304, Los Angeles County, California",Census Tract 4304,1439,1213,226,1323700
06037430501,"Census Tract 4305.01, Los Angeles County, California",Census Tract 4305.01,1859,1345,514,1054400
06037430502,"Census Tract 4305.02, Los Angeles County, California",Census Tract 4305.02,3102,1512,1590,1043400
06037430600,"Census Tract 4306, Los Angeles County, California",Census Tract 4306,1400,1246,154,2000001
06037430701,"Census Tract 4307.01, Los Angeles County, California",Census Tract 4307.01,1835,1005,830,1343800
06037430721,"Census Tract 4307.21, Los Angeles County, California",Census Tract 4307.21,1278,745,533,934300
06037430723,"Census Tract 4307.23, Los Angeles County, California",Census Tract 4307.23,1873,730,1143,665900
06037430724,"Census Tract 4307.24, Los Angeles County, California",Census Tract 4307.24,1900,428,1472,631800
06037430801,"Census Tract 4308.01, Los Angeles County, California",Census Tract 4308.01,2213,1035,1178,822600
06037430802,"Census Tract 4308.02, Los Angeles County, California",Census Tract 4308.02,1309,1039,270,1231200
06037430803,"Census Tract 4308.03, Los Angeles County, California",Census Tract 4308.03,1833,1366,467,1151300
06037430901,"Census Tract 4309.01, Los Angeles County, California",Census Tract 4309.01,1552,496,1056,646600
06037430902,"Census Tract 4309.02, Los Angeles County, California",Census Tract 4309.02,1788,616,1172,618900
06037431002,"Census Tract 4310.02, Los Angeles County, California",Census Tract 4310.02,1208,733,475,672900
06037431003,"Census Tract 4310.03, Los Angeles County, California",Census Tract 4310.03,1493,454,1039,679800
06037431004,"Census Tract 4310.04, Los Angeles County, California",Census Tract 4310.04,1213,442,771,638500
06037431100,"Census Tract 4311, Los Angeles County, California",Census Tract 4311,2220,1006,1214,610300
06037431200,"Census Tract 4312, Los Angeles County, California",Census Tract 4312,1492,985,507,535800
06037431300,"Census Tract 4313, Los Angeles County, California",Census Tract 4313,848,554,294,677500
06037431400,"Census Tract 4314, Los Angeles County, California",Census Tract 4314,1284,902,382,729900
06037431501,"Census Tract 4315.01, Los Angeles County, California",Census Tract 4315.01,1563,894,669,569000
06037431502,"Census Tract 4315.02, Los Angeles County, California",Census Tract 4315.02,1397,900,497,683800
06037431600,"Census Tract 4316, Los Angeles County, California",Census Tract 4316,1338,1009,329,1211100
06037431701,"Census Tract 4317.01, Los Angeles County, California",Census Tract 4317.01,2051,1400,651,1600400
06037431800,"Census Tract 4318, Los Angeles County, California",Census Tract 4318,1793,995,798,810100
06037431900,"Census Tract 4319, Los Angeles County, California",Census Tract 4319,1361,569,792,911700
06037432001,"Census Tract 4320.01, Los Angeles County, California",Census Tract 4320.01,616,431,185,844800
06037432002,"Census Tract 4320.02, Los Angeles County, California",Census Tract 4320.02,1868,1061,807,805700
06037432101,"Census Tract 4321.01, Los Angeles County, California",Census Tract 4321.01,1404,1025,379,699000
06037432102,"Census Tract 4321.02, Los Angeles County, California",Census Tract 4321.02,1737,1414,323,779000
06037432201,"Census Tract 4322.01, Los Angeles County, California",Census Tract 4322.01,1328,782,546,651800
06037432202,"Census Tract 4322.02, Los Angeles County, California",Census Tract 4322.02,1069,596,473,623100
06037432300,"Census Tract 4323, Los Angeles County, California",Census Tract 4323,1092,606,486,544500
06037432401,"Census Tract 4324.01, Los Angeles County, California",Census Tract 4324.01,1000,401,599,620900
06037432402,"Census Tract 4324.02, Los Angeles County, California",Census Tract 4324.02,1530,485,1045,538600
06037432501,"Census Tract 4325.01, Los Angeles County, California",Census Tract 4325.01,1379,720,659,488600
06037432502,"Census Tract 4325.02, Los Angeles County, California",Census Tract 4325.02,901,632,269,568500
06037432601,"Census Tract 4326.01, Los Angeles County, California",Census Tract 4326.01,1826,843,983,559400
06037432602,"Census Tract 4326.02, Los Angeles County, California",Census Tract 4326.02,1093,631,462,577600
06037432700,"Census Tract 4327, Los Angeles County, California",Census Tract 4327,1416,663,753,502200
06037432801,"Census Tract 4328.01, Los Angeles County, California",Census Tract 4328.01,822,240,582,441400
06037432802,"Census Tract 4328.02, Los Angeles County, California",Census Tract 4328.02,1401,173,1228,443400
06037432901,"Census Tract 4329.01, Los Angeles County, California",Census Tract 4329.01,1129,529,600,608100
06037432902,"Census Tract 4329.02, Los Angeles County, California",Census Tract 4329.02,813,590,223,622400
06037433103,"Census Tract 4331.03, Los Angeles County, California",Census Tract 4331.03,1840,959,881,496900
06037433200,"Census Tract 4332, Los Angeles County, California",Census Tract 4332,1627,864,763,497000
06037433302,"Census Tract 4333.02, Los Angeles County, California",Census Tract 4333.02,457,82,375,586400
06037433304,"Census Tract 4333.04, Los Angeles County, California",Census Tract 4333.04,1108,246,862,549600
06037433305,"Census Tract 4333.05, Los Angeles County, California",Census Tract 4333.05,1256,194,1062,425000
06037433306,"Census Tract 4333.06, Los Angeles County, California",Census Tract 4333.06,827,363,464,531100
06037433307,"Census Tract 4333.07, Los Angeles County, California",Census Tract 4333.07,810,373,437,454600
06037433402,"Census Tract 4334.02, Los Angeles County, California",Census Tract 4334.02,1123,337,786,462500
06037433403,"Census Tract 4334.03, Los Angeles County, California",Census Tract 4334.03,1239,357,882,545500
06037433505,"Census Tract 4335.05, Los Angeles County, California",Census Tract 4335.05,1086,414,672,519900
06037433506,"Census Tract 4335.06, Los Angeles County, California",Census Tract 4335.06,1036,199,837,
06037433601,"Census Tract 4336.01, Los Angeles County, California",Census Tract 4336.01,1283,570,713,600200
06037433602,"Census Tract 4336.02, Los Angeles County, California",Census Tract 4336.02,786,416,370,539400
06037433803,"Census Tract 4338.03, Los Angeles County, California",Census Tract 4338.03,851,701,150,495400
06037433804,"Census Tract 4338.04, Los Angeles County, California",Census Tract 4338.04,1048,461,587,374300
06037433901,"Census Tract 4339.01, Los Angeles County, California",Census Tract 4339.01,1339,380,959,516100
06037433903,"Census Tract 4339.03, Los Angeles County, California",Census Tract 4339.03,1408,607,801,478200
06037434001,"Census Tract 4340.01, Los Angeles County, California",Census Tract 4340.01,972,659,313,397200
06037434003,"Census Tract 4340.03, Los Angeles County, California",Census Tract 4340.03,939,411,528,539300
06037434004,"Census Tract 4340.04, Los Angeles County, California",Census Tract 4340.04,705,443,262,577400
06037434100,"Census Tract 4341, Los Angeles County, California",Census Tract 4341,1544,855,689,478500
06037460001,"Census Tract 4600.01, Los Angeles County, California",Census Tract 4600.01,598,563,35,2000001
06037460002,"Census Tract 4600.02, Los Angeles County, California",Census Tract 4600.02,1042,901,141,927600
06037460101,"Census Tract 4601.01, Los Angeles County, California",Census Tract 4601.01,2341,2091,250,1128100
06037460200,"Census Tract 4602, Los Angeles County, California",Census Tract 4602,1775,1467,308,949500
06037460301,"Census Tract 4603.01, Los Angeles County, California",Census Tract 4603.01,1412,1153,259,908900
06037460302,"Census Tract 4603.02, Los Angeles County, California",Census Tract 4603.02,1592,1159,433,658900
06037460401,"Census Tract 4604.01, Los Angeles County, California",Census Tract 4604.01,349,193,156,792300
06037460501,"Census Tract 4605.01, Los Angeles County, California",Census Tract 4605.01,1716,1604,112,1701300
06037460502,"Census Tract 4605.02, Los Angeles County, California",Census Tract 4605.02,1455,1343,112,1538400
06037460601,"Census Tract 4606.01, Los Angeles County, California",Census Tract 4606.01,1748,1393,355,1551300
06037460700,"Census Tract 4607, Los Angeles County, California",Census Tract 4607,1525,1443,82,2000001
06037460800,"Census Tract 4608, Los Angeles County, California",Census Tract 4608,1131,1115,16,1961200
06037460900,"Census Tract 4609, Los Angeles County, California",Census Tract 4609,1910,1162,748,682400
06037461000,"Census Tract 4610, Los Angeles County, California",Census Tract 4610,1534,1118,416,685100
06037461100,"Census Tract 4611, Los Angeles County, California",Census Tract 4611,1792,1088,704,824800
06037461200,"Census Tract 4612, Los Angeles County, California",Census Tract 4612,1681,1440,241,992800
06037461300,"Census Tract 4613, Los Angeles County, California",Census Tract 4613,2439,1370,1069,835400
06037461400,"Census Tract 4614, Los Angeles County, California",Census Tract 4614,1199,477,722,705300
06037461501,"Census Tract 4615.01, Los Angeles County, California",Census Tract 4615.01,1282,686,596,714700
06037461502,"Census Tract 4615.02, Los Angeles County, California",Census Tract 4615.02,1783,853,930,660400
06037461600,"Census Tract 4616, Los Angeles County, California",Census Tract 4616,1739,555,1184,676700
06037461700,"Census Tract 4617, Los Angeles County, California",Census Tract 4617,626,523,103,946800
06037461901,"Census Tract 4619.01, Los Angeles County, California",Census Tract 4619.01,1662,244,1418,691100
06037461902,"Census Tract 4619.02, Los Angeles County, California",Census Tract 4619.02,1191,114,1077,820000
06037462001,"Census Tract 4620.01, Los Angeles County, California",Census Tract 4620.01,1259,289,970,705900
06037462002,"Census Tract 4620.02, Los Angeles County, California",Census Tract 4620.02,1113,194,919,701800
06037462100,"Census Tract 4621, Los Angeles County, California",Census Tract 4621,1797,686,1111,814400
06037462201,"Census Tract 4622.01, Los Angeles County, California",Census Tract 4622.01,1869,71,1798,899000
06037462202,"Census Tract 4622.02, Los Angeles County, California",Census Tract 4622.02,1490,299,1191,607900
06037462301,"Census Tract 4623.01, Los Angeles County, California",Census Tract 4623.01,1851,334,1517,690100
06037462302,"Census Tract 4623.02, Los Angeles County, California",Census Tract 4623.02,1564,301,1263,609700
06037462400,"Census Tract 4624, Los Angeles County, California",Census Tract 4624,1421,823,598,903800
06037462500,"Census Tract 4625, Los Angeles County, California",Census Tract 4625,2633,1859,774,886600
06037462600,"Census Tract 4626, Los Angeles County, California",Census Tract 4626,894,691,203,970900
06037462700,"Census Tract 4627, Los Angeles County, California",Census Tract 4627,2269,691,1578,775500
06037462800,"Census Tract 4628, Los Angeles County, California",Census Tract 4628,1042,416,626,941000
06037462900,"Census Tract 4629, Los Angeles County, California",Census Tract 4629,1446,1132,314,778800
06037463000,"Census Tract 4630, Los Angeles County, California",Census Tract 4630,1074,569,505,1168100
06037463103,"Census Tract 4631.03, Los Angeles County, California",Census Tract 4631.03,1977,1340,637,882600
06037463200,"Census Tract 4632, Los Angeles County, California",Census Tract 4632,1470,863,607,907000
06037463300,"Census Tract 4633, Los Angeles County, California",Census Tract 4633,843,502,341,1016700
06037463400,"Census Tract 4634, Los Angeles County, California",Census Tract 4634,2514,1115,1399,924500
06037463500,"Census Tract 4635, Los Angeles County, California",Census Tract 4635,2269,667,1602,634400
06037463601,"Census Tract 4636.01, Los Angeles County, California",Census Tract 4636.01,3270,613,2657,622600
06037463602,"Census Tract 4636.02, Los Angeles County, California",Census Tract 4636.02,3239,566,2673,519400
06037463700,"Census Tract 4637, Los Angeles County, California",Census Tract 4637,1588,590,998,1645600
06037463800,"Census Tract 4638, Los Angeles County, California",Census Tract 4638,1477,1324,153,1218000
06037463900,"Census Tract 4639, Los Angeles County, California",Census Tract 4639,1378,723,655,1058400
06037464000,"Census Tract 4640, Los Angeles County, California",Census Tract 4640,2464,1650,814,1136600
06037464101,"Census Tract 4641.01, Los Angeles County, California",Census Tract 4641.01,773,725,48,2000001
06037464102,"Census Tract 4641.02, Los Angeles County, California",Census Tract 4641.02,1198,905,293,2000001
06037464200,"Census Tract 4642, Los Angeles County, California",Census Tract 4642,1971,1692,279,1863700
06037480002,"Census Tract 4800.02, Los Angeles County, California",Census Tract 4800.02,1247,1088,159,938500
06037480011,"Census Tract 4800.11, Los Angeles County, California",Census Tract 4800.11,1753,697,1056,753900
06037480012,"Census Tract 4800.12, Los Angeles County, California",Census Tract 4800.12,1665,928,737,851900
06037480101,"Census Tract 4801.01, Los Angeles County, California",Census Tract 4801.01,1310,821,489,883100
06037480102,"Census Tract 4801.02, Los Angeles County, California",Census Tract 4801.02,1313,825,488,805400
06037480201,"Census Tract 4802.01, Los Angeles County, California",Census Tract 4802.01,1149,971,178,889900
06037480202,"Census Tract 4802.02, Los Angeles County, California",Census Tract 4802.02,960,716,244,890500
06037480302,"Census Tract 4803.02, Los Angeles County, California",Census Tract 4803.02,1730,647,1083,770500
06037480303,"Census Tract 4803.03, Los Angeles County, California",Census Tract 4803.03,1546,341,1205,606400
06037480304,"Census Tract 4803.04, Los Angeles County, California",Census Tract 4803.04,1824,297,1527,501800
06037480400,"Census Tract 4804, Los Angeles County, California",Census Tract 4804,2214,948,1266,873100
06037480500,"Census Tract 4805, Los Angeles County, California",Census Tract 4805,2161,1411,750,1431700
06037480601,"Census Tract 4806.01, Los Angeles County, California",Census Tract 4806.01,1612,355,1257,1022300
06037480602,"Census Tract 4806.02, Los Angeles County, California",Census Tract 4806.02,1689,702,987,1161500
06037480702,"Census Tract 4807.02, Los Angeles County, California",Census Tract 4807.02,1645,1187,458,1174300
06037480703,"Census Tract 4807.03, Los Angeles County, California",Census Tract 4807.03,1362,728,634,1125600
06037480704,"Census Tract 4807.04, Los Angeles County, California",Census Tract 4807.04,1876,543,1333,926000
